product_type,plan_name,gender,smoker_status,entry_age,policy_term_years,sum_assured_inr,annual_premium_inr,monthly_premium_inr,premium_per_1000_sa,loading_class,extra_loading_pct,final_annual_premium_inr,notes
Term Life,VitaShield Term,Male,Smoker,42,20,10000000,65800,7128,6.58,Class I,25,82250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,25,10000000,70000,6066,7.0,Standard,0,70000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,30,10000000,74300,6439,7.43,Standard,0,74300,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,10,25000000,152250,16493,6.09,Class I,25,190312,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,15,25000000,152250,13195,6.09,Standard,0,152250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,20,25000000,164500,14256,6.58,Standard,0,164500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,25,25000000,175000,18958,7.0,Class I,25,218750,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,42,30,25000000,185750,16098,7.43,Standard,0,185750,Smoker loading applied
Term Life,VitaShield Term,Female,Non-Smoker,42,10,500000,1930,167,3.86,Standard,0,1930,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,15,500000,1930,167,3.86,Standard,0,1930,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,20,500000,2085,180,4.17,Standard,0,2085,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,25,500000,2220,192,4.44,Standard,0,2220,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,30,500000,2355,255,4.71,Class I,25,2943,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,10,1000000,3860,334,3.86,Standard,0,3860,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,15,1000000,3860,418,3.86,Class I,25,4825,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,20,1000000,4170,361,4.17,Standard,0,4170,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,25,1000000,4440,384,4.44,Standard,0,4440,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,30,1000000,4710,510,4.71,Class I,25,5887,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,10,2500000,9650,836,3.86,Standard,0,9650,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,15,2500000,9650,836,3.86,Standard,0,9650,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,20,2500000,10425,1129,4.17,Class I,25,13031,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,25,2500000,11100,962,4.44,Standard,0,11100,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,30,2500000,11775,1020,4.71,Standard,0,11775,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,10,5000000,19300,2090,3.86,Class I,25,24125,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,15,5000000,19300,2090,3.86,Class I,25,24125,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,20,5000000,20850,2258,4.17,Class I,25,26062,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,25,5000000,22200,1924,4.44,Standard,0,22200,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,30,5000000,23550,2551,4.71,Class I,25,29437,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,10,10000000,38600,3345,3.86,Standard,0,38600,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,15,10000000,38600,3345,3.86,Standard,0,38600,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,20,10000000,41700,4517,4.17,Class I,25,52125,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,25,10000000,44400,4810,4.44,Class I,25,55500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,30,10000000,47100,4082,4.71,Standard,0,47100,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,10,25000000,96500,8363,3.86,Standard,0,96500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,15,25000000,96500,10454,3.86,Class I,25,120625,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,20,25000000,104250,11293,4.17,Class I,25,130312,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,25,25000000,111000,12025,4.44,Class I,25,138750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,42,30,25000000,117750,10205,4.71,Standard,0,117750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Smoker,42,10,500000,2800,303,5.6,Class I,25,3500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,15,500000,2800,303,5.6,Class I,25,3500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,20,500000,3025,262,6.05,Standard,0,3025,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,25,500000,3220,279,6.44,Standard,0,3220,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,30,500000,3420,370,6.84,Class I,25,4275,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,10,1000000,5600,485,5.6,Standard,0,5600,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,15,1000000,5600,485,5.6,Standard,0,5600,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,20,1000000,6050,524,6.05,Standard,0,6050,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,25,1000000,6440,697,6.44,Class I,25,8050,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,30,1000000,6840,741,6.84,Class I,25,8550,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,10,2500000,14000,1516,5.6,Class I,25,17500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,15,2500000,14000,1516,5.6,Class I,25,17500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,20,2500000,15125,1638,6.05,Class I,25,18906,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,25,2500000,16100,1744,6.44,Class I,25,20125,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,30,2500000,17100,1482,6.84,Standard,0,17100,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,10,5000000,28000,2426,5.6,Standard,0,28000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,15,5000000,28000,2426,5.6,Standard,0,28000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,20,5000000,30250,3277,6.05,Class I,25,37812,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,25,5000000,32200,3488,6.44,Class I,25,40250,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,30,5000000,34200,2964,6.84,Standard,0,34200,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,10,10000000,56000,6066,5.6,Class I,25,70000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,15,10000000,56000,6066,5.6,Class I,25,70000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,20,10000000,60500,6554,6.05,Class I,25,75625,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,25,10000000,64400,6976,6.44,Class I,25,80500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,30,10000000,68400,7410,6.84,Class I,25,85500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,10,25000000,140000,12133,5.6,Standard,0,140000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,15,25000000,140000,15166,5.6,Class I,25,175000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,20,25000000,151250,16385,6.05,Class I,25,189062,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,25,25000000,161000,17441,6.44,Class I,25,201250,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,42,30,25000000,171000,18525,6.84,Class I,25,213750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Male,Non-Smoker,45,10,500000,2100,227,4.2,Class I,25,2625,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,15,500000,2100,182,4.2,Standard,0,2100,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,20,500000,2270,245,4.54,Class I,25,2837,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,25,500000,2415,209,4.83,Standard,0,2415,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,30,500000,2560,221,5.12,Standard,0,2560,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,10,1000000,4200,364,4.2,Standard,0,4200,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,15,1000000,4200,364,4.2,Standard,0,4200,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,20,1000000,4540,491,4.54,Class I,25,5675,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,25,1000000,4830,418,4.83,Standard,0,4830,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,30,1000000,5120,554,5.12,Class I,25,6400,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,10,2500000,10500,910,4.2,Standard,0,10500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,15,2500000,10500,910,4.2,Standard,0,10500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,20,2500000,11350,1229,4.54,Class I,25,14187,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,25,2500000,12075,1046,4.83,Standard,0,12075,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,30,2500000,12800,1386,5.12,Class I,25,16000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,10,5000000,21000,2275,4.2,Class I,25,26250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,15,5000000,21000,2275,4.2,Class I,25,26250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,20,5000000,22700,1967,4.54,Standard,0,22700,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,25,5000000,24150,2616,4.83,Class I,25,30187,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,30,5000000,25600,2773,5.12,Class I,25,32000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,10,10000000,42000,4550,4.2,Class I,25,52500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,15,10000000,42000,3640,4.2,Standard,0,42000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,20,10000000,45400,3934,4.54,Standard,0,45400,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,25,10000000,48300,4186,4.83,Standard,0,48300,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,30,10000000,51200,5546,5.12,Class I,25,64000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,10,25000000,105000,9100,4.2,Standard,0,105000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,15,25000000,105000,9100,4.2,Standard,0,105000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,20,25000000,113500,12295,4.54,Class I,25,141875,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,25,25000000,120750,13081,4.83,Class I,25,150937,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,45,30,25000000,128000,11093,5.12,Standard,0,128000,Non-smoker rates
Term Life,VitaShield Term,Male,Smoker,45,10,500000,3045,329,6.09,Class I,25,3806,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,15,500000,3045,263,6.09,Standard,0,3045,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,20,500000,3290,356,6.58,Class I,25,4112,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,25,500000,3500,303,7.0,Standard,0,3500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,30,500000,3715,402,7.43,Class I,25,4643,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,10,1000000,6090,527,6.09,Standard,0,6090,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,15,1000000,6090,527,6.09,Standard,0,6090,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,20,1000000,6580,712,6.58,Class I,25,8225,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,25,1000000,7000,758,7.0,Class I,25,8750,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,30,1000000,7430,804,7.43,Class I,25,9287,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,10,2500000,15225,1649,6.09,Class I,25,19031,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,15,2500000,15225,1319,6.09,Standard,0,15225,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,20,2500000,16450,1425,6.58,Standard,0,16450,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,25,2500000,17500,1516,7.0,Standard,0,17500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,30,2500000,18575,2012,7.43,Class I,25,23218,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,10,5000000,30450,2639,6.09,Standard,0,30450,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,15,5000000,30450,2639,6.09,Standard,0,30450,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,20,5000000,32900,2851,6.58,Standard,0,32900,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,25,5000000,35000,3033,7.0,Standard,0,35000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,30,5000000,37150,3219,7.43,Standard,0,37150,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,10,10000000,60900,6597,6.09,Class I,25,76125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,15,10000000,60900,6597,6.09,Class I,25,76125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,20,10000000,65800,7128,6.58,Class I,25,82250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,25,10000000,70000,7583,7.0,Class I,25,87500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,30,10000000,74300,6439,7.43,Standard,0,74300,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,10,25000000,152250,16493,6.09,Class I,25,190312,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,15,25000000,152250,16493,6.09,Class I,25,190312,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,20,25000000,164500,17820,6.58,Class I,25,205625,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,25,25000000,175000,15166,7.0,Standard,0,175000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,45,30,25000000,185750,16098,7.43,Standard,0,185750,Smoker loading applied
Term Life,VitaShield Term,Female,Non-Smoker,45,10,500000,1930,167,3.86,Standard,0,1930,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,15,500000,1930,167,3.86,Standard,0,1930,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,20,500000,2085,180,4.17,Standard,0,2085,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,25,500000,2220,192,4.44,Standard,0,2220,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,30,500000,2355,255,4.71,Class I,25,2943,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,10,1000000,3860,418,3.86,Class I,25,4825,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,15,1000000,3860,418,3.86,Class I,25,4825,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,20,1000000,4170,451,4.17,Class I,25,5212,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,25,1000000,4440,481,4.44,Class I,25,5550,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,30,1000000,4710,510,4.71,Class I,25,5887,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,10,2500000,9650,1045,3.86,Class I,25,12062,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,15,2500000,9650,836,3.86,Standard,0,9650,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,20,2500000,10425,903,4.17,Standard,0,10425,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,25,2500000,11100,1202,4.44,Class I,25,13875,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,30,2500000,11775,1275,4.71,Class I,25,14718,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,10,5000000,19300,1672,3.86,Standard,0,19300,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,15,5000000,19300,2090,3.86,Class I,25,24125,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,20,5000000,20850,2258,4.17,Class I,25,26062,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,25,5000000,22200,2405,4.44,Class I,25,27750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,30,5000000,23550,2041,4.71,Standard,0,23550,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,10,10000000,38600,3345,3.86,Standard,0,38600,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,15,10000000,38600,4181,3.86,Class I,25,48250,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,20,10000000,41700,3614,4.17,Standard,0,41700,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,25,10000000,44400,3848,4.44,Standard,0,44400,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,30,10000000,47100,4082,4.71,Standard,0,47100,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,10,25000000,96500,10454,3.86,Class I,25,120625,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,15,25000000,96500,8363,3.86,Standard,0,96500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,20,25000000,104250,9035,4.17,Standard,0,104250,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,25,25000000,111000,12025,4.44,Class I,25,138750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,45,30,25000000,117750,12756,4.71,Class I,25,147187,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Smoker,45,10,500000,2800,303,5.6,Class I,25,3500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,15,500000,2800,242,5.6,Standard,0,2800,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,20,500000,3025,262,6.05,Standard,0,3025,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,25,500000,3220,348,6.44,Class I,25,4025,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,30,500000,3420,370,6.84,Class I,25,4275,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,10,1000000,5600,485,5.6,Standard,0,5600,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,15,1000000,5600,485,5.6,Standard,0,5600,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,20,1000000,6050,655,6.05,Class I,25,7562,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,25,1000000,6440,558,6.44,Standard,0,6440,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,30,1000000,6840,741,6.84,Class I,25,8550,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,10,2500000,14000,1213,5.6,Standard,0,14000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,15,2500000,14000,1516,5.6,Class I,25,17500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,20,2500000,15125,1310,6.05,Standard,0,15125,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,25,2500000,16100,1744,6.44,Class I,25,20125,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,30,2500000,17100,1482,6.84,Standard,0,17100,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,10,5000000,28000,3033,5.6,Class I,25,35000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,15,5000000,28000,2426,5.6,Standard,0,28000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,20,5000000,30250,3277,6.05,Class I,25,37812,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,25,5000000,32200,3488,6.44,Class I,25,40250,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,30,5000000,34200,3705,6.84,Class I,25,42750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,10,10000000,56000,6066,5.6,Class I,25,70000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,15,10000000,56000,6066,5.6,Class I,25,70000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,20,10000000,60500,5243,6.05,Standard,0,60500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,25,10000000,64400,6976,6.44,Class I,25,80500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,30,10000000,68400,5928,6.84,Standard,0,68400,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,10,25000000,140000,15166,5.6,Class I,25,175000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,15,25000000,140000,12133,5.6,Standard,0,140000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,20,25000000,151250,16385,6.05,Class I,25,189062,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,25,25000000,161000,17441,6.44,Class I,25,201250,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,45,30,25000000,171000,14820,6.84,Standard,0,171000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Male,Non-Smoker,48,10,500000,3250,352,6.5,Class I,25,4062,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,15,500000,3250,281,6.5,Standard,0,3250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,20,500000,3510,304,7.02,Standard,0,3510,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,25,500000,3735,404,7.47,Class I,25,4668,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,10,1000000,6500,704,6.5,Class I,25,8125,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,15,1000000,6500,563,6.5,Standard,0,6500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,20,1000000,7020,760,7.02,Class I,25,8775,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,25,1000000,7470,809,7.47,Class I,25,9337,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,10,2500000,16250,1760,6.5,Class I,25,20312,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,15,2500000,16250,1408,6.5,Standard,0,16250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,20,2500000,17550,1901,7.02,Class I,25,21937,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,25,2500000,18675,1618,7.47,Standard,0,18675,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,10,5000000,32500,2816,6.5,Standard,0,32500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,15,5000000,32500,2816,6.5,Standard,0,32500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,20,5000000,35100,3042,7.02,Standard,0,35100,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,25,5000000,37350,4046,7.47,Class I,25,46687,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,10,10000000,65000,7041,6.5,Class I,25,81250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,15,10000000,65000,5633,6.5,Standard,0,65000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,20,10000000,70200,6084,7.02,Standard,0,70200,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,25,10000000,74700,6474,7.47,Standard,0,74700,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,10,25000000,162500,14083,6.5,Standard,0,162500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,15,25000000,162500,17604,6.5,Class I,25,203125,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,20,25000000,175500,15210,7.02,Standard,0,175500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,48,25,25000000,186750,16185,7.47,Standard,0,186750,Non-smoker rates
Term Life,VitaShield Term,Male,Smoker,48,10,500000,4710,408,9.42,Standard,0,4710,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,15,500000,4710,408,9.42,Standard,0,4710,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,20,500000,5090,441,10.18,Standard,0,5090,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,25,500000,5420,587,10.84,Class I,25,6775,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,10,1000000,9420,1020,9.42,Class I,25,11775,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,15,1000000,9420,1020,9.42,Class I,25,11775,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,20,1000000,10180,1102,10.18,Class I,25,12725,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,25,1000000,10840,1174,10.84,Class I,25,13550,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,10,2500000,23550,2041,9.42,Standard,0,23550,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,15,2500000,23550,2551,9.42,Class I,25,29437,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,20,2500000,25450,2205,10.18,Standard,0,25450,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,25,2500000,27100,2935,10.84,Class I,25,33875,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,48,10,5000000,47100,5102,9.42,Class I,25,58875,Smoker loading applied
